"id","treatment","submission","measure","text","num_sentences","num_clusters","num_coherent_sentences","num_non_coherent_sentences","num_concepts","duration","local_cohesion","accuracyLocal","accuracyGlobal","cld_question1","cld_question2","cld_question4"
"dr20ke26","cmap-integrated",2018-05-08 15:06:24,"revision","Die Osmose beschreibt die Stoff- bzw. Flüssigkeitsaufnahme und den -transport bei Pflanzen. Sie ist notwendig für das Überleben der Pflanzen, um essenzielle Stoffe und Wasser aus dem Boden gewinnen und transportieren zu können. Durch einen unterschiedlichen Gradienten zwischen Wurzel und Boden ist es der Pflanze möglich Stoffe, wie z.B. Ionen aus dem Boden aufzunehmen. Dies bedeutet, dass sich im Boden ein höherer Ionen-Gradient befindet als in der Pflanzenwurzel. Angetrieben durch den chemischen Gradienten, dem unterschiedlichen Ionenpotenzial, kann die Pflanze über spezielle Ionen-Kanäle, die benötigten Stoffe aufnehmen. Osmose findet nicht nur zwischen Wurzel und Boden statt, sondern auch zwischen den Zellen. Durch den Transpirationssog ist es der Pflanze nun möglich über ihre Transportsysteme, das Xylem und Phloem, die Stoffe und das Wasser von der Wurzel bis in die Pflanzenspitze zu transportieren. Das Phloem ist für den Stofftransport verantwortlich, wohingegen im Xylem der Wassertransport stattfindet. Der Transpirationssog entsteht vor allem durch die Transpiration an den Blättern, welche Gase an die Umgebungsluft abgeben, wodurch ein neuer Gradient entsteht. Die Gase sind Endprodukte der Photosynthese, welche vor allem am Tag und bei Sonnenlicht stattfindet. Bei den Gasen handelt es sich um Sauerstoff, aber auch Wasserstoff kann an die Umgebungsluft abgegeben werden. Beim Transport speilt auch die Kapillarität und die Adhäsionskraft eine wichtige Rolle, durch welche sich die Flüssigkeiten durch die dünnen Transportsysteme bewegen können. Die Kapillarität beschreibt das Anhäften, von Wasser an den Wänden dünner Kapillaren, was durch die chemischen Eigenschaften des Wassers möglich ist. Kapillarität ist mit dem bloßen Auge erkennbar, wenn man Wasser z.B. in ein sehr dünnes Röhrchen zieht. Die Adhäsionskraft ist die Kraft, mit der sich das Wasser anheften kann.  [LINEBREAK]",15,4,10,4,46,948.934,0.714285714285714,40,39,6,8,30
"eb12cl61","integrated",2018-05-14 13:20:08,"revision","In Wasser gelöste Teilchen streben immer nach dem Ziel, sich so im Wasser auszubreiten, dass am Ende überall die gleiche Konzentration der Teilchen im Wasser vorherrscht. Osmose beschreibt den Konzentrationsausgleich von einem Flüssigkeitsmedium mit gelösten Teilchen durch eine semipermeable Membran. Eine semipermeable Membran ist eine Membran zwischen zwei Flüssigkeiten, die nur bestimmte Stoffe bestimmter molekularer Größe durchlässt. Die semipermeable Membran lässt also in diesem Fall Wassermoleküle durch, nicht aber Teilchen, die im Wasser gelöst sind. Das heißt, bei unterschiedlichen Konzentrationen von Teilchen in zwei Vergleichsmedien, die durch eine semipermeable Membran getrennt sind, kann Wasser eines Mediums durch die Membran hindurch in das andere Medium diffundieren, um die unterschiedlichen Konzentrationen auszugleichen. Es gibt drei Begriffe, die die Anzahl an gelösten Teilchen in einem Medium gegenüber einem Vergleichsmedium beschreiben. Diese Begriffe lauten hypoton, isoton und hyperton. Wenn zum Beispiel eins der beiden Flüssigkeiten hypoton gegenüber dem Vergleichsmedium ist, dann bedeutet das, dass diese Flüssigkeit eine geringere Anzahl an gelösten Teilchen besitzt und als Konsequenz Wasser von diesem Medium durch die Membran in das Medium mit der höheren Anzahl an gelösten Teilchen diffundiert. Eine isotonische Flüssigkeit hat die gleiche Anzahl an gelösten Teilchen wie das Vergleichsmedium, während in einer hypertonen Flüssigkeit mehr Teilchen wie im Vergleichsmedium sind. Bei letzterer Situation diffundieren Wassermoleküle aus der hypertonen Flüssigkeit durch die Membran in das Vergleichsmedium, um einen Konzentrationsausgleich zu schaffen. Bei isotonen Flüssigkeiten gibt es keinen Wasseraustausch durch die semipermeable Membran, da ja in beiden Flüssigkeit die gleiche Konzentration an gelösten Teilchen vorherrscht.  [LINEBREAK]",11,2,9,1,24,773.86,0.9,84,95,9,8,94
"eb12cl61","integrated",2018-05-14 13:40:27,"transfer","Im Laufe der letzten Millionen Jahre hat sich die Existenz der anzutreffenden Arten auf der Erde stark verändert. Während vor sehr langer Zeit Dinosaurier die Erde bewohnten, leben heutzutage völlig andere Arten auf der Erde, unter anderem wir Menschen. Diese Veränderung der Gesamtheit der Arten auf der Erde nennt man Evolution. Die genannte Veränderung der Arten entsteht durch die Entwicklung von neuen Merkmalen oder durch Veränderung schon existierender Merkmale der Organismen. Merkmale können natürlich nur über Generationen hinweg verändert werden durch Mutationen im Erbgut der Nachkommen einer Art sowie durch Rekombination verschiedener Erbanlagen zweier Individuen der gleichen Art bei Erzeugung neuer Nachkommen. Die Merkmale der einzelnen Arten werden an ihre Umweltbedingungen angepasst, also sowohl an biotische Faktoren, wie zum Beispiel konkurrierende Arten oder Krankheitserreger, als auch an abiotische Faktoren, wie Nahrungsangebot oder Klima. Jede Art konkurriert mit anderen Arten um ihr Überleben, da zum Beispiel das Nahrungsangebot oder der Lebensraum begrenzt sind. Nur die Arten, die sich optimal an ihre Umweltbedingungen anpassen, können überleben und Nachkommen erzeugen. Arten, die dies nicht schaffen, sterben aus und bleiben somit nicht weiter in der Evolution bestehen.  Dieses Phänomen nennt man auch ""survival of the fittest"". [LINEBREAK]",10,2,8,1,32,862.814,0.888888888888889,74,92,8,7,72
"eb12cl61","integrated",2018-05-14 13:20:08,"draft","Osmose beschreibt den Konzentrationsausgleich von einem Flüssigkeitsmedium mit gelösten Teilchen durch eine semipermeable Membran. Eine semipermeable Membran ist eine Membran zwischen zwei Flüssigkeiten, die nur bestimmte Stoffe bestimmter molekularer Größe durchlässt. Sie lässt also in diesem Fall Wassermoleküle durch, nicht aber Teilchen, die im Wasser gelöst sind. Das heißt, bei unterschiedlichen Konzentrationen in zwei Vergleichsmedien, die durch eine semipermeable Membran getrennt sind, kann Wasser eines Mediums durch die Membran hindurch diffundieren, um die unterschiedlichen Konzentrationen auszugleichen. Wenn also zum Beispiel eins der beiden Flüssigkeiten hyperton gegenüber dem Vergleichsmedium ist, dann bedeutet das, dass diese Flüssigkeit eine geringere Anzahl an gelösten Teilchen besitzt und als Konsequenz Wasser von diesem Medium durch die Membran in das Medium mit der höheren Anzahl an gelösten Teilchen diffundiert. Eine isotonische Flüssigkeit hat die gleiche Anzahl an gelösten Teilchen wie das Vergleichsmedium, während in einer hypertonen Flüssigkeit mehr Teilchen wie im Vergleichsmedium sind.  [LINEBREAK]",6,1,4,1,19,1333.665,0.8,88,34,8,6,71
"em13si94","cmap",2017-12-22 14:35:18,"transfer","Unter Evolution versteht man die genetische Entwicklung einer Art, die durch verschiedene Faktoren beeinflusst wird. [LINEBREAK]Bei der Evolution geht es um die Entwicklung der Individuen einer Art. Die Entwicklung hängt von den genetischen Voraussetzungen der Individuen ab. Um dies zu veranschaulichen verwendet man oft den Ausdruck ""Survival of the fittest"", welcher zeigen soll, dass die ""fittesten"", also mit guten biologischen Eigenschaften ausgestatteten Individuen, ihre Gene eher weitergeben, als die benachteiligten Individuen. Dies hängt mit den Arten der Fortpflanzung und der Wahl der Sexualpartner zusammen. So wird eine Art durch natürliche Selektion beeinflusst, da nur die ""guten"" Gene weitergegeben werden und die anderen Individuen mit schlechteren Voraussetzungen früher oder später aussterben. Die natürliche Selektion ist also ein Prozess, der bestimmt, welche Variationen einer Art häufig vorkommen und welche nur sehr selten bzw. gar nicht. Die Entwicklung einer Art und somit die Evolution werden also unter anderem durch die natürliche Selektion bestimmt. [LINEBREAK]",8,1,6,1,19,916.96,0.857142857142857,69,65,8,4,59
"em13si94","cmap",2017-12-22 14:15:04,"revision","Osmose beschreibt den Vorgang der Diffusion zweier Stoffe, bei dem ein neuer Stoff mit neuen Eigenschaften entsteht. [LINEBREAK]Bei dem Vorgang der Osmose findet eine Diffusion statt, bei der verschiedene Stoffe miteinander gemischt werden. Durch die Durchmischung zweier Stoffe entstehen verschiedenartige Lösungen, die vom chemischen Charakter der Moleküle abhängen. Dabei kommt es nicht immer zu einer vollständigen Durchmischung, beispielsweise bei der Diffusion von Wasser- mit hydrophoben Molekülen. In manchen Fällen jedoch reagieren die Moleküle miteinander und bilden so einen neuen Stoff mit Eigenschaften, die sich von denen der Ausgangsstoffe unterscheiden. Ein Beispiel hierfür wäre die Reaktion von... mit..., bei dem... entsteht.(Ich weiß leider gerade kein Beispiel.) Letzteren Fall der Diffusion bezeichnet man als Osmose. [LINEBREAK]Zusammenfassend kann man also sagen, dass bei der Osmose durch Diffusion verschiedener Stoffe ein neuer Stoff mit charakteristischen Eigenschaften entsteht, die sich von den Eigenschaften der Ausgangsstoffe unterscheiden. [LINEBREAK]",8,2,5,2,13,1513951775.05632,0.714285714285714,71,57,7,4,41
"em13si94","cmap",2017-12-22 14:15:04,"draft","Bei dem Vorgang der Osmose findet eine Diffusion statt, bei der verschiedene Stoffe miteinander gemischt werden. Durch diese Durchmischung der Stoffe entstehen verschiedenartige Lösungen, je nach chemischem Charakter der Moleküle. Nicht immer kommt es dabei zu einer vollständigen Durchmischung, beispielsweise bei der Diffusion von Wasser- mit hydrophoben Molekülen. In manchen Fällen reagieren die Moleküle miteinander und bilden so einen neuen Stoff mit komplett neuen Eigenschaften als diejenigen der Ausgangsstoffe. Dies nennt man Osmose. [LINEBREAK]Zusammenfassend kann man also sagen, dass bei der Osmose durch Diffusion verschiedener Stoffe ein neuer Stoff entsteht mit charakteristischen Eigenschaften, die sich von denen der Ausgangsstoffe unterscheiden. [LINEBREAK]",6,1,4,1,11,938.268,0.8,23,32,7,1,21
"en02sa52","cmap-integrated",2018-05-28 15:38:42,"draft","Unter Osmose versteht man die Diffusion von Wasser durch eine semipermeable Membran. Anhängig vom Wassergehalt und den Gehalt an osmotisch wirksamen Substanzen , diffundiert Wasser aus dem intrazellulären Raum in den extrazellulären Raum oder anders herum. Handelt es sich um eine hypertonische Lösung , dann diffundiert Wasser aus der Zelle. Die Zelle schrumpft und wird durch den Turgordruck aufrecht erhalten. Wenn es sich jedoch um eine hypotonische Lösung handelt , dann diffundiert Wasser durch die semipermeable Membran in die Zelle herein , die Zelle spannt sich in der Folge. Bei einer isotonischen Lösung ist der Wassergehalt im extrazellulären und intrazellulären Milieu gleich , es diffundiert also kein Wasser durch die semipermeable Membran. [LINEBREAK]",6,1,5,0,13,442.755,1,34,32,3,4,20
"en02sa52","cmap-integrated",2018-05-28 15:54:58,"transfer","Die Evolution beschreibt die Entwicklung von Lebewesen im Laufe der Zeit. Die Grundlage der Evolution sind Mutationen , welche rein zufällig entstehen. Diese sind die Ursache für Individuen. Gäbe es keine Mutationen , so wären alle Individuen einer Art gleich. Charles Darwin erfand die Theorie "" survival of the fittest"". Diese besagt , dass nur diejenigen Individuen überleben , die am besten an die jeweiligen Umweltbedingungen angepasst sind. Diese können sich fortpflanzen und vermehren. Als Beispiel hierfür dient eine Giraffe. Man geht davon aus , dass es früher Giraffen mit langem Hals und kurzem Hals gab. Heute jedoch existieren nur noch Giraffen mit langem Hals , da nur diese die Früchte  an den Bäumen erreichen konnten , sich ernähren konnten und sich schließlich fortpflanzen konnten. Man bezeichnet dies auch als Selektionsdruck , da die Individuen einer Art selektiert werden , die am besten an die Umweltbedingungen angepasst sind. [LINEBREAK]",11,3,4,6,20,573.784,0.4,33,37,2,4,30
"en02sa52","cmap-integrated",2018-05-28 15:38:42,"revision","Unter Osmose versteht man die Diffusion von Wasser durch eine semipermeable Membran. Anhängig vom Wassergehalt und den Gehalt an osmotisch wirksamen Substanzen , diffundiert Wasser in der Folge aus dem intrazellulären Raum in den extrazellulären Raum oder anders herum. Handelt es sich um eine hypertonische Lösung  , diffundiert Wasser aus der Zelle. Die Zelle schrumpft und wird durch den Turgordruck aufrecht erhalten. Der  Turgordruck erhält die Stabilität der Membran aufrecht . Wenn es sich jedoch um eine hypotonische Lösung handelt , dann diffundiert Wasser durch die semipermeable Membran in die Zelle herein , die Zelle spannt sich in der Folge. Bei einer isotonischen Lösung ist der Wassergehalt im extrazellulären und intrazellulären Milieu gleich , daher diffundiert in der Folge also kein Wasser durch die semipermeable Membran. [LINEBREAK]",7,1,6,0,14,782.858,1,77,41,2,4,75
"fn17ch49","integrated",2018-02-14 15:13:23,"draft","Der Begriff ""Osmose"" findet vor allem im Kontext der Biologie und der Biochemie Anwendung. Als Osmose bezeichnet man einen diffusionskontrollierten Vorgang, bei dem Materie eine Membran durchdringt. Als Beispiel kann das Gelangen von Wasser in die Zellmembran genannt werden. Die Zelle benötigt zur Energiegewinnung, sowie zu diversen Transport- und Stoffwechselvorgängen Wasser, aber auch Ionen wie Natriumionen oder Kaliumionen. Wird für einen Vorgang Wasser in der Zelle gebraucht, so kann dieses durch die Zellmembran gelingen, die dann als semipermeabel bezeichnet wird, da sie nur gewisse Stoffe durchlässt. Damit die Zelle nicht unter osmotischem Stress leidet, d.h. damit sie nicht zu viele Stoffe aufnimmt und ""platzt"", ist die Membran der Zelle so beschaffen, dass nur gewisse Stoffe hindurch können. Dies wird gewährleistet durch Poren einer definierten Größe die je nach Funktion der Membran variieren. Diffusionskontrolliert nennt man diesen Vorgang, da auf mikroskopischer Ebene betrachtet immer Moleküle aus der Zelle raus und wieder hinein wandern (Brownsche Molekularbewegung). Auf makroskopischer Ebene liegt jedoch ein Gleichgewicht vor, durch welches die gleiche Menge an Wasser in der Zelle vorhanden ist. Ebenso verhält es sich mit Ionen. Diese befinden sich in einer gewissen Konzentration in der Zelle, so wie auch außerhalb. Ist die Membran durchlässig für diese Ionen, so können diese ungehindert von einer Seite der Membran auf die andere wandern. Die Bewegung der Teilchen ist dabei in Richtung der geringeren Konzentration gerichtet, wenn keine äußeren Einflüsse (wie eine angelegte Spannung) auf sie einwirken. Dann streben die Teilchen in Lösung einen Konzentrationsausgleich an, bei dem sie die größte Entropie, also die statistisch größte ""Unordnung"" in der Lösung haben. Ein Gewinn an Entropie ist das Bestreben aller Teilchen und kann im Bereich der Thermodynamik und der Statistik auf physikalischer und mathematischer Ebene beschrieben werden [LINEBREAK]",15,1,8,6,43,927.394,0.571428571428571,50,10,6,3,70
"fn17ch49","integrated",2018-02-14 15:13:23,"revision","Der Begriff ""Osmose"" findet vor allem im Kontext der Biologie und der Biochemie Anwendung, meistens im Zusammenhang mit Vorgängen, die in der Zelle eines Organismus stattfinden. Als Osmose bezeichnet man einen diffusionskontrollierten Vorgang, bei dem Materie eine Membran durchdringt. Als Beispiel für einen osmotischen Vorgang kann das Gelangen von Wasser in die Zellmembran genannt werden. Die Zelle benötigt zur Energiegewinnung, sowie zu diversen Transport- und Stoffwechselvorgängen Wasser, aber auch Ionen wie Natriumionen (Na+) oder Kaliumionen (K+). Wird für einen Vorgang Wasser in der Zelle benötigt, so kann dieses durch die Zellmembran gelingen. Damit die Zelle nicht unter osmotischem Stress leidet, d.h. damit die Zelle nicht zu viele (unnötige) Stoffe aufnimmt und ""platzt"", ist die Membran der Zelle so beschaffen, dass nur gewisse Stoffe hindurch können. Die Membran wird dann als semipermeabel bezeichnet, da sie nur für Stoffe gewisser Größe oder Ladung durchlässig ist. Die Semipermeabilität einer Membran wird gewährleistet durch Poren einer definierten Größe, die je nach Funktion der Membran variieren. Den Osmose-Vorgang an einer Membran nennt man diffusionskontrolliert, da auf mikroskopischer Ebene (Teilchenebene) betrachtet immer Moleküle aus der Zelle raus und wieder hinein wandern (Brownsche Molekularbewegung). Auf makroskopischer Ebene liegt jedoch ein Gleichgewicht zwischen beiden Seiten der Membran vor, es ist also über eine gewisse Zeit betrachtet die gleiche Menge an Wasser in der Zelle vorhanden. Ebenso verhält es sich mit Ionen. Die geladenen Teilchen befinden sich in einer gewissen Konzentration in der Zelle, so wie auch außerhalb. Ist die Membran durchlässig für diese Ionen, so können diese ungehindert von einer Seite der Membran auf die andere wandern. Die Bewegung der Ionen ist dabei in Richtung der geringeren Konzentration gerichtet, wenn keine äußeren Einflüsse (wie eine angelegte Spannung) auf sie einwirken. Die Teilchen in Lösung streben also einen Konzentrationsausgleich an, bei dem sie die größte Entropie, also die statistisch größte Verteilung oder ""Unordnung"" in der Lösung haben. Ein Gewinn an Entropie ist das Bestreben aller Teilchen und kann im Bereich der Thermodynamik und der Statistik auf physikalischer und mathematischer Ebene beschrieben werden. [LINEBREAK]",16,1,11,4,50,962.931,0.733333333333333,90,30,8,6,80
"fn17ch49","integrated",2018-02-14 15:33:49,"transfer","Die Entstehung der Erde und der ersten Lebewesen geht viele Millionen Jahre vor den Ursprung des Menschen zurück. Seit Anbeginn der Zeit, so schließen Geologen und Paleonthologen, gab es Leben auf dem Planet Erde. Entgegen der im Kreationismus vertretenen Meinung, Gott habe die Welt mit den Menschen geschaffen, so wie wir sie heute kennen, sind die Wissenschaftler an die Erkenntnis gelangt, dass die Lebewesen eine sehr lange Entwicklung - die Evolution - durchlebten, um so zu sein, wie heute. Wie genau diese Entwicklung stattfand, ist in vielen Theorien genauestens dargelegt worden. Charles Darwin erbrachte eine dieser Theorien, die nach ihm benannt und heutzutage Darwinismus genannt wird. Im Mittelpunkt seiner Theorie stand das Überleben des Stärkeren, in der ursprünglichen Verfassung der Theorie ""survival of the fittest"". Demnach vertrat Darwin die Meinung, dass die Entwicklung einer Spezies daraus hervorging, dass der Stärkste seiner Art das Überleben seinerselbst und somit seiner Nachfahren sicherte. Die Fähigkeit, zu überleben manifestierte sich durch Unterschiede der Erbinformation einer Spezies. Solche Unterschiede auf Ebene der Erbinfomation nennt man Mutationen. War die Mutation für die Spezies evolutionsbedingt vorteilig - so Darwin -, so entwickelte sich die Spezies zu einer Stärkeren Art weiter. Darwin nannte als Beispiel eine Vogelart, in der sich eine solche Mutation in einem längeren Schnabel äußerte, wodurch jede Vögel mit längerem Schnabel besser an ihre Nahrung gelangten. Durch den besseren Nahrungszugang konnten diese Vögel länger überleben als die Artsgenossen, welchen die Mutation fehlte. So entwickelte sich im Folgeschluss nur der Teil der Spezies weiter, welcher den evolutionären Vorteil, also ""stärker im Überleben"" war. Über die Jahre hinweg haben sich viele und aberviele solcher Mutationen in den Spezies manifestiert und uns zu dem gemacht, was wir heute sind. [LINEBREAK]",14,1,11,2,49,920.803,0.846153846153846,40,15,9,2,75
"fr02ma56","control-group",2017-12-21 15:21:55,"revision","Osmose, [LINEBREAK]Osmose ist ein typischer Prozess der in Pflanzlichen Zellen abläuft.Unter Osmose versteht man den Austausch von Nährstoffen der zwischen pflanzlichen Zellen, in einer Pflanze statt findet.Hierbei werden die benötigten Nährstoffe z.b. Salze die, die Pflanze zum Überleben und Wachsen brauch, von der Pflanze aufgenommen (z.b durch ihre Wurzeln nimmt Die Pflanze Nährstoffe die sich im Boden befinden auf)  und durch verschiedene Prozesse zu den Verbraucher Zellen transportiert. Osmose ist ein wichtiger Mechanismus in der Pflanze,ohne diesen Prozess ist die Pflanze nicht fähig zu überleben. [LINEBREAK]",4,1,3,0,11,897.36,1,75,75,7,4,90
"fr02ma56","control-group",2017-12-21 15:21:55,"draft","Osmose, [LINEBREAK]Osmose ist ein typischer Prozess der in Pflanzlichen Zellen abläuft.Unter Osmose versteht man den Austausch von Nährstoffen zwischen Zellen in einer Pflanze.Hierbei werden die benötigten Nährstoffe von der Pflanze aufgenommen und durch verschiedene Prozesse zu den Verbraucher Zellen transportiert. Osmose ist ein wichtiger Mechanismus in der Pflanze,ohne ihn ist sie nicht fähig zu überleben. [LINEBREAK]",4,1,3,0,8,904.921,1,31,35,5,5,66
"fr02ma56","control-group",2017-12-21 15:47:16,"transfer","Evolution [LINEBREAK]Unter Evolution versteht man die Entwicklung von verschiedenen Lebewesen über ein gewissen Zeitraum. Durch die ständige Veränderung von Lebensräumen sind Lebewesen gezwungen  sich besser an Ihre Umwelt anzupassen um zu überleben. Diese Entwicklung bezeichnet man als Evolution und geschieht meist über ein längeren Zeitraum. Als Beispiel, Die Giraffe hatte früher einen kurzen Hals, und ebenfalls gab es die Giraffe mit einem langen Hals dies kann durch Mutation( Veränderung im Erbmaterial) entstanden sein. Die Giraffe mit dem langen Hals war besser an ihre Umwelt angepasst als ihre Art mit dem kurzen Hals. Das Ergebnis war das die Giraffe mit dem kurzen Hals ausstarb während die mit dem Langen Hals überlebte. Man spricht von the survival of the fittest und natürlicher Selektion diese sind Faktoren die notwendig sind damit eine Evolution statt finden kann. [LINEBREAK]",7,1,3,3,15,903.173,0.5,72,72,7,3,29
"fr04an85","control-group",2018-01-19 14:19:13,"draft","Bei der Osmose handelt es sich um einen Prozess, der dazu führt, dass Konzentrationsunterschiede zwischen zwei Lösungen ausgeglichen werden. [LINEBREAK]Als Ausgangssituation hat man zwei Lösungen, die durch eine semipermeable, also nur für bestimmte Stoffe durchlässige Membran voneinander getrennt werden. Diese Stoffe passieren also die Membran und gehen somit von der einen in die andere Lösung über, wobei dieser Austausch gleichzeitig in beide Richtungen stattfindet. [LINEBREAK]Liegt ein Stoff, der die Membran passieren kann, in hoher Konzentration vor, so ist auch die Wahrscheinlichkeit, dass er durch die Membran transportiert wird, hoch. Ein Stoff, der nur in niedriger Konzentration vorliegt, wird hingegen mit geringerer Wahrscheinlichkeit transportiert. [LINEBREAK]Wenn der Stoff also in einer der Lösungen in höherer Konzentration vorliegt als in der anderen, so werden mehr Teilchen in die Lösung mit niedriger Konzentration transportiert als umgekehrt. Da sich dieser Prozess gleichermaßen fortsetzt, solange der Konzentrationsunterschied besteht, führt er langfristig zu einem Ausgleich der Konzentrationen, bei dem sich dann ein Gleichgewicht einstellt. [LINEBREAK]",7,1,6,0,15,735.792,1,70,90,8,6,80
"fr04an85","control-group",2018-01-19 14:45:20,"transfer","Unter dem Begriff ""Evolution"" versteht man den Prozess der Entwicklung in der Biologie. Darunter fällt ebenso die Entstehung verschiedener Tier- und Pflanzenarten wie deren Veränderungen bezüglich bestimmter Merkmalen und Eigenschaften. [LINEBREAK]Die Merkmale und Eigenschaften eines Organismus basieren überwiegend auf seiner genetischen Ausstattung, die man als eine Art Code verstehen kann, der in seinem Erbgut in Form von DNA gespeichert und an nachfolgende Generationen weitergegeben wird. Bei der Weitergabe kommt es jedoch häufig zu Fehlern, sogenannten ""Mutationen"", die dazu führen können, dass Teile des Codes verloren gehen, verändert werden, oder Zusätze hinzugefügt werden. Häufig führt dies dazu, dass der Code nicht mehr verständlich ist und die Merkmale und Eigenschaften, für die er stand, dadurch nicht mehr oder nicht richtig ausgebildet werden. Falls diese Merkmale nun wichtig für das Überleben des Organismus waren, z.B. weil es sich um ein wichtiges Stoffwechselprotein handelte, oder zumindest seine Überlebenschancen senken, z.B. weil eine Fellfarbe codiert wurde, die für eine besonders gute Tarnung sorgt, so können diese genetischen Veränderungen dazu führen, dass die Überlebens- oder Fortpflanzungschancen des Tieres sinken. In diesem Fall ist es unwahrscheinlich, dass ein Organismus, der diese Mutation trägt, viele Nachkommen erzeugt - langfristig wird also der Anteil an Merkmalsträgern in der Population im Vergleich zu Individuen, die das unveränderte Merkmal tragen, im Verhältnis abnehmen. [LINEBREAK]Diesen Prozess der wahrscheinlicheren Fortpflanzung von Individuen mit Merkmalen und Eigenschaften, die ihnen eine gute Anpassung an ihre Umweltbedingungen und damit eine hohe Überlebenschance bieten,  [LINEBREAK]",8,2,4,3,43,868.927,0.571428571428571,65,40,8,3,60
"fr04an85","control-group",2018-01-19 14:19:13,"revision","Die Osmose ist ein biologisch wichtiger Vorgang, der zum Beispiel bei der Aufnahme von Nahrung oder der Weiterleitung von Informationen eine große Rolle spielt. Der Prozess der Osmose führt dazu, dass Konzentrationsunterschiede zwischen zwei Lösungen ausgeglichen werden. Als Konzentrationsunterschied bezeichnet man hierbei, dass im Verhältnis zum Volumen der Lösung der Stoff, auf den wir uns beziehen, in der einen Lösung in größerer Menge vorhanden ist als in der anderen. [LINEBREAK]Um den Ablauf der Osmose zu veranschaulichen, betrachten wir als Ausgangssituation zunächst zwei Lösungen, die durch eine semipermeable, also nur für bestimmte Stoffe durchlässige Membran voneinander getrennt werden. Diese Stoffe passieren also die Membran und gehen dabei von der einen in die andere Lösung über, wobei dieser Austausch gleichzeitig in beide Richtungen stattfindet. [LINEBREAK]Liegt ein Stoff, der die Membran passieren kann, in hoher Konzentration vor, so ist auch die Wahrscheinlichkeit, dass er durch die Membran transportiert wird, hoch. Ein Stoff, der nur in niedriger Konzentration vorliegt, wird hingegen mit geringerer Wahrscheinlichkeit transportiert. [LINEBREAK]Liegt nun also ein Konzentrationsunterschied zwischen den beiden Lösungen vor, so werden mehr Teilchen in die Lösung mit niedriger Konzentration transportiert als umgekehrt. Da sich dieser Prozess gleichermaßen fortsetzt, solange die Konzentration in der einen Lösung größer ist als in der anderen, führt er langfristig zu einem Ausgleich zwischen den Lösungen. Dies bezeichnet man als osmotisches Gleichgewicht. [LINEBREAK]",10,2,8,1,26,1171.832,0.888888888888889,95,100,8,4,95
"fr06su37","cmap",2018-01-24 17:15:00,"draft","Osmose ist die Diffusion von Teilchen entlang eines Gradienten. Nehmen wir uns als Beispiel ein Gefäß, das in der Mitte eine Wand hat. Durch diese Wand können bestimmte Teilchen diffundieren. Man nennt sie deswegen semipermeable Membran. Sie ist permeabel, aber nur für bestimmte Teilchen, deswegen das Präfix ""semi"". In unserem Gefäß haben wir zwei Hälften. Wir füllen die eine mit einer hochkonzentrierten Salzlösung, die andere mit reinem Wasser. Während in der einen Hälfte nun nur Wasser ist, schwimmen in der anderen auch noch sehr viele Salzteilchen herum. Es besteht ein Unterschied zwischen beiden Hälften, ein sogenannter Gradient. Wäre die trennende Wand undurchlässig, etwa wenn sie aus Metall wäre, würde nichts passieren. Dies ist jedoch nicht der Fall. Die Salzteilchen können durch die semipermeable Membran hindurch, während die Wassermoleküle zu groß sind. Von der Hälfte mit der hohen Konzentration fließen die Salzteilchen nun in die Hälfte mit dem reinen Wasser. Das bezeichnet man als Osmose. Lässt man das Gefäß eine Weile stehen, so wird man zu einem späteren Zeitpunkt in beiden Kammern die gleiche Konzentration an Salzen vorfinden. [LINEBREAK]",15,2,4,10,23,890.94,0.285714285714286,90,90,9,3,80
"fr06su37","cmap",2018-01-24 17:34:41,"transfer","Evolution ist die Veränderung von Lebewesen. Man könnte sie als Weiterentwicklung bezeichnen. Jedes Lebewesen steht unter dem Druck seiner Umwelt. Je besser angepasst es ist, desto stärker kann es sein Erbgut weitergeben und desto besser können es die Nachkommen. Ein Eisbär etwa würde in der Wüste nicht lange überleben, da z. B. sein dichtes Fell zu Überhitzung führen würde. Er könnte keine Nachkommen zeugen. Hier übt die Umwelt Druck durch den Faktor Temperatur aus. Damit der Eisbär hingegen in der Kälte überleben konnte, hat er ein dichtes Fell entwickelt. Über einen langen Zeitraum hinweg haben sich seine Vorgänger soweit angepasst, dass sie dieses entwickeln konnten. Diese Entwicklung wird durch mehrere Ereignisse vorangetrieben. Zum einen die Veränderung des Erbguts durch die Veränderung der DNA ('Mutation'), zum anderen die Vermischung dieser bei der Fortpflanzung ('Rekombination'). Hinzu kommt die sogannte Epigenetik, also wie das gegebene Erbgut genutzt wird. Hierbei ist die DNA eine Art Code, dessen Abschnitte unterschiedlich stark abgelesen werden können. [LINEBREAK]",13,5,1,11,27,910.13,0.0833333333333333,85,75,9,2,65
